nombre_supermercado,nombre_producto,marca_producto,precio_producto,calorias,proteinas,carbohidratos,grasas,imagen
euru,Avena,Brand H,2.61,2.5,7.1,39.6,2.5,images/default_image.jpg
euru,Brócoli,Brand G,1.95,1.5,23.5,26.2,2.2,images/default_image.jpg
euru,Brócoli,Brand A,2.3,1.5,28.2,23.3,13.3,images/default_image.jpg
euru,Huevos,Brand B,3.95,1.2,4.2,29.2,7.1,images/default_image.jpg
euru,Pechuga de Pollo,Brand I,5.53,3.0,23.6,21.3,1.5,images/default_image.jpg
euru,Plátano,Brand A,6.8,0.5,25.0,9.8,6.4,images/default_image.jpg
euru,Salmón,Brand J,5.4,5.0,8.3,49.9,11.0,images/default_image.jpg
euru,Avena,Brand G,4.93,2.5,3.9,47.7,17.3,images/default_image.jpg
euru,Almendras,Brand A,0.87,7.0,22.9,49.0,17.2,images/default_image.jpg
euru,Almendras,Brand C,4.54,7.0,12.4,35.2,16.6,images/default_image.jpg
euru,Espinaca,Brand D,5.33,1.0,24.2,42.8,11.5,images/default_image.jpg
euru,Plátano,Brand E,6.94,0.5,1.5,40.6,15.7,images/default_image.jpg
euru,Brócoli,Brand F,6.88,1.5,23.4,19.8,2.7,images/default_image.jpg
euru,Manzana,Brand H,4.75,1.0,27.4,47.8,3.3,images/default_image.jpg
euru,Arroz,Brand I,6.59,2.0,9.6,48.2,4.0,images/default_image.jpg
euru,Manzana,Brand J,2.68,1.0,24.7,38.6,16.5,images/default_image.jpg
euru,Espinaca,Brand H,6.08,1.0,29.3,7.7,3.9,images/default_image.jpg
euru,Almendras,Brand D,6.76,7.0,17.9,26.0,0.1,images/default_image.jpg
euru,Yogur Griego,Brand B,3.15,1.5,20.2,9.8,16.5,images/default_image.jpg
euru,Huevos,Brand C,2.72,1.2,17.8,10.5,3.6,images/default_image.jpg
euru,Manzana,Brand H,0.74,1.0,22.9,5.2,7.3,images/default_image.jpg
euru,Manzana,Brand I,3.58,1.0,7.4,30.8,16.2,images/default_image.jpg
euru,Arroz,Brand J,5.5,2.0,18.3,5.6,18.3,images/default_image.jpg
euru,Plátano,Brand F,0.83,0.5,23.5,9.3,8.7,images/default_image.jpg
euru,Espinaca,Brand D,4.36,1.0,8.9,30.2,15.3,images/default_image.jpg
euru,Manzana,Brand E,6.41,1.0,12.1,25.5,8.8,images/default_image.jpg
euru,Brócoli,Brand H,6.11,1.5,4.3,40.1,1.0,images/default_image.jpg
euru,Huevos,Brand A,2.53,1.2,5.8,26.5,8.4,images/default_image.jpg
euru,Plátano,Brand H,6.61,0.5,6.8,42.0,18.7,images/default_image.jpg
euru,Espinaca,Brand G,4.13,1.0,7.6,17.3,14.9,images/default_image.jpg
euru,Almendras,Brand C,2.19,7.0,21.2,10.0,4.6,images/default_image.jpg
euru,Almendras,Brand I,1.99,7.0,7.8,34.2,7.7,images/default_image.jpg
euru,Avena,Brand E,2.73,2.5,14.9,14.3,19.5,images/default_image.jpg
euru,Avena,Brand I,2.79,2.5,22.8,34.0,16.9,images/default_image.jpg
euru,Avena,Brand E,4.32,2.5,11.5,11.3,1.9,images/default_image.jpg
euru,Espinaca,Brand G,2.88,1.0,1.2,26.4,17.0,images/default_image.jpg
euru,Brócoli,Brand B,5.25,1.5,24.3,25.2,2.2,images/default_image.jpg
euru,Brócoli,Brand H,3.7,1.5,14.0,46.2,13.2,images/default_image.jpg
euru,Plátano,Brand B,6.51,0.5,28.2,33.5,0.9,images/default_image.jpg
euru,Manzana,Brand E,5.37,1.0,17.8,38.2,7.9,images/default_image.jpg
euru,Manzana,Brand J,2.79,1.0,20.2,35.4,3.9,images/default_image.jpg
euru,Salmón,Brand J,1.29,5.0,11.7,39.1,3.4,images/default_image.jpg
euru,Salmón,Brand C,1.3,5.0,24.0,12.4,1.2,images/default_image.jpg
euru,Salmón,Brand G,3.67,5.0,26.3,29.9,8.2,images/default_image.jpg
euru,Plátano,Brand B,6.13,0.5,17.9,7.9,14.1,images/default_image.jpg
euru,Espinaca,Brand A,2.13,1.0,5.3,34.3,13.0,images/default_image.jpg
euru,Brócoli,Brand H,4.92,1.5,12.3,16.9,6.7,images/default_image.jpg
euru,Brócoli,Brand D,2.07,1.5,16.5,37.1,0.1,images/default_image.jpg
euru,Almendras,Brand J,6.98,7.0,2.6,10.7,7.7,images/default_image.jpg
euru,Yogur Griego,Brand E,1.43,1.5,3.0,43.8,17.1,images/default_image.jpg
euru,Salmón,Brand I,1.77,5.0,3.0,5.5,7.4,images/default_image.jpg
euru,Brócoli,Brand G,6.86,1.5,9.6,24.0,17.9,images/default_image.jpg
euru,Almendras,Brand F,6.63,7.0,21.9,18.5,5.1,images/default_image.jpg
euru,Manzana,Brand J,6.14,1.0,25.8,41.2,11.8,images/default_image.jpg
euru,Brócoli,Brand G,5.2,1.5,2.2,13.6,7.3,images/default_image.jpg
euru,Plátano,Brand H,2.94,0.5,3.9,12.8,7.3,images/default_image.jpg
euru,Huevos,Brand I,3.91,1.2,23.0,9.1,6.7,images/default_image.jpg
euru,Huevos,Brand F,4.38,1.2,25.2,13.9,3.1,images/default_image.jpg
euru,Yogur Griego,Brand I,3.84,1.5,29.9,45.9,0.4,images/default_image.jpg
euru,Plátano,Brand I,2.79,0.5,2.4,29.6,8.5,images/default_image.jpg
euru,Pechuga de Pollo,Brand B,6.07,3.0,26.4,31.2,16.9,images/default_image.jpg
euru,Salmón,Brand C,1.13,5.0,1.7,23.3,14.6,images/default_image.jpg
euru,Manzana,Brand H,1.46,1.0,15.8,24.0,4.2,images/default_image.jpg
euru,Espinaca,Brand C,4.44,1.0,25.0,48.2,7.2,images/default_image.jpg
euru,Plátano,Brand H,5.54,0.5,14.0,5.2,19.3,images/default_image.jpg
euru,Salmón,Brand G,4.47,5.0,23.7,11.7,14.2,images/default_image.jpg
euru,Brócoli,Brand C,2.11,1.5,10.7,35.0,9.3,images/default_image.jpg
euru,Brócoli,Brand I,1.16,1.5,10.6,10.5,12.3,images/default_image.jpg
euru,Arroz,Brand D,6.17,2.0,23.1,42.3,0.9,images/default_image.jpg
euru,Avena,Brand J,3.02,2.5,25.4,43.2,8.9,images/default_image.jpg
euru,Avena,Brand I,4.65,2.5,12.9,42.1,4.2,images/default_image.jpg
euru,Salmón,Brand A,1.91,5.0,11.5,31.4,12.8,images/default_image.jpg
euru,Yogur Griego,Brand H,6.96,1.5,13.2,37.0,2.6,images/default_image.jpg
euru,Pechuga de Pollo,Brand C,1.52,3.0,26.8,13.6,10.2,images/default_image.jpg
euru,Pechuga de Pollo,Brand H,2.6,3.0,24.6,19.7,12.2,images/default_image.jpg
euru,Salmón,Brand C,2.74,5.0,29.2,45.8,13.1,images/default_image.jpg
euru,Almendras,Brand G,6.91,7.0,2.7,17.6,10.5,images/default_image.jpg
euru,Avena,Brand D,2.07,2.5,27.2,40.1,4.2,images/default_image.jpg
euru,Salmón,Brand A,0.59,5.0,20.8,43.8,0.6,images/default_image.jpg
euru,Yogur Griego,Brand D,5.73,1.5,4.0,17.6,3.3,images/default_image.jpg
euru,Manzana,Brand D,2.47,1.0,21.3,43.2,19.0,images/default_image.jpg
euru,Arroz,Brand D,2.18,2.0,7.3,40.8,18.1,images/default_image.jpg
euru,Salmón,Brand G,3.98,5.0,14.3,5.9,6.0,images/default_image.jpg
euru,Espinaca,Brand B,1.87,1.0,8.9,38.6,13.9,images/default_image.jpg
euru,Plátano,Brand E,2.23,0.5,10.5,26.1,11.2,images/default_image.jpg
euru,Plátano,Brand G,3.62,0.5,16.8,8.4,9.4,images/default_image.jpg
euru,Arroz,Brand F,1.89,2.0,4.5,39.2,7.9,images/default_image.jpg
euru,Salmón,Brand I,5.54,5.0,17.4,16.3,9.9,images/default_image.jpg
euru,Brócoli,Brand J,0.96,1.5,12.4,20.4,12.6,images/default_image.jpg
euru,Manzana,Brand D,6.49,1.0,19.7,34.0,16.7,images/default_image.jpg
euru,Brócoli,Brand D,6.71,1.5,2.6,15.5,12.0,images/default_image.jpg
euru,Salmón,Brand F,5.29,5.0,13.8,20.7,12.3,images/default_image.jpg
euru,Almendras,Brand F,5.34,7.0,17.2,33.7,2.0,images/default_image.jpg
euru,Espinaca,Brand B,0.96,1.0,22.7,31.7,2.1,images/default_image.jpg
euru,Huevos,Brand A,2.62,1.2,25.5,44.2,8.1,images/default_image.jpg
euru,Espinaca,Brand F,1.12,1.0,13.5,15.7,10.8,images/default_image.jpg
euru,Manzana,Brand D,4.97,1.0,29.7,36.4,11.2,images/default_image.jpg
euru,Almendras,Brand F,2.43,7.0,1.9,28.8,5.8,images/default_image.jpg
euru,Espinaca,Brand F,1.2,1.0,23.6,8.8,19.3,images/default_image.jpg
euru,Brócoli,Brand B,4.79,1.5,17.2,11.9,13.2,images/default_image.jpg
euru,Espinaca,Brand I,4.14,1.0,22.2,26.0,12.1,images/default_image.jpg
euru,Brócoli,Brand D,4.93,1.5,29.0,23.1,0.7,images/default_image.jpg
euru,Avena,Brand E,1.95,2.5,6.6,42.2,6.4,images/default_image.jpg
euru,Arroz,Brand D,0.91,2.0,13.9,27.3,13.9,images/default_image.jpg
euru,Almendras,Brand I,0.93,7.0,19.4,5.6,9.4,images/default_image.jpg
euru,Arroz,Brand I,4.71,2.0,8.8,20.3,3.1,images/default_image.jpg
euru,Plátano,Brand F,1.36,0.5,2.3,21.7,18.8,images/default_image.jpg
euru,Pechuga de Pollo,Brand C,0.81,3.0,14.4,27.6,9.0,images/default_image.jpg
euru,Manzana,Brand B,6.0,1.0,29.8,30.8,5.2,images/default_image.jpg
euru,Brócoli,Brand I,1.12,1.5,10.8,44.2,9.6,images/default_image.jpg
euru,Avena,Brand D,1.5,2.5,29.5,46.9,19.9,images/default_image.jpg
euru,Huevos,Brand H,3.22,1.2,20.5,34.6,2.8,images/default_image.jpg
euru,Pechuga de Pollo,Brand C,0.7,3.0,8.5,38.9,5.9,images/default_image.jpg
euru,Manzana,Brand C,4.08,1.0,3.0,46.1,14.7,images/default_image.jpg
euru,Yogur Griego,Brand I,4.28,1.5,20.2,12.5,10.6,images/default_image.jpg
euru,Manzana,Brand G,3.69,1.0,10.6,24.6,4.4,images/default_image.jpg
euru,Salmón,Brand H,2.97,5.0,22.8,11.5,1.3,images/default_image.jpg
euru,Plátano,Brand J,4.58,0.5,14.5,9.0,15.2,images/default_image.jpg
euru,Yogur Griego,Brand J,2.69,1.5,9.6,46.6,3.0,images/default_image.jpg
euru,Brócoli,Brand I,1.97,1.5,16.0,8.0,8.5,images/default_image.jpg
euru,Espinaca,Brand A,6.39,1.0,12.1,47.4,15.9,images/default_image.jpg
euru,Yogur Griego,Brand B,3.72,1.5,6.9,46.4,4.6,images/default_image.jpg
euru,Espinaca,Brand B,0.83,1.0,28.5,38.8,8.8,images/default_image.jpg
euru,Manzana,Brand G,4.72,1.0,5.9,48.3,3.4,images/default_image.jpg
euru,Manzana,Brand G,3.57,1.0,27.6,25.6,9.7,images/default_image.jpg
euru,Arroz,Brand C,4.03,2.0,27.6,8.9,8.6,images/default_image.jpg
euru,Manzana,Brand H,1.71,1.0,7.4,48.9,11.5,images/default_image.jpg
euru,Manzana,Brand A,6.81,1.0,5.8,14.7,2.2,images/default_image.jpg
euru,Brócoli,Brand F,4.28,1.5,10.5,15.3,7.9,images/default_image.jpg
euru,Arroz,Brand J,4.57,2.0,22.8,49.8,2.5,images/default_image.jpg
euru,Pechuga de Pollo,Brand E,5.46,3.0,6.3,30.6,12.8,images/default_image.jpg
euru,Manzana,Brand G,6.74,1.0,27.3,5.7,16.7,images/default_image.jpg
euru,Almendras,Brand G,3.08,7.0,23.9,8.8,16.4,images/default_image.jpg
euru,Salmón,Brand C,4.98,5.0,24.9,15.7,4.4,images/default_image.jpg
euru,Espinaca,Brand G,3.59,1.0,16.5,9.9,11.5,images/default_image.jpg
euru,Huevos,Brand H,2.1,1.2,29.8,22.5,12.7,images/default_image.jpg
euru,Plátano,Brand C,4.07,0.5,22.5,7.7,10.9,images/default_image.jpg
euru,Manzana,Brand C,3.62,1.0,27.0,24.2,4.8,images/default_image.jpg
euru,Huevos,Brand J,6.82,1.2,15.4,32.3,7.7,images/default_image.jpg
euru,Plátano,Brand A,0.71,0.5,1.1,37.9,7.4,images/default_image.jpg
euru,Yogur Griego,Brand J,1.6,1.5,7.4,19.7,5.6,images/default_image.jpg
euru,Almendras,Brand C,2.18,7.0,14.3,36.6,1.8,images/default_image.jpg
euru,Arroz,Brand I,1.8,2.0,12.3,29.7,3.3,images/default_image.jpg
euru,Plátano,Brand I,2.32,0.5,18.0,26.1,10.6,images/default_image.jpg
euru,Salmón,Brand C,5.57,5.0,8.5,9.5,4.0,images/default_image.jpg
euru,Brócoli,Brand H,5.93,1.5,16.9,42.2,4.9,images/default_image.jpg
euru,Salmón,Brand D,6.51,5.0,19.7,25.8,4.5,images/default_image.jpg
euru,Huevos,Brand C,0.78,1.2,25.0,45.2,5.3,images/default_image.jpg
euru,Salmón,Brand A,4.35,5.0,29.1,49.5,9.5,images/default_image.jpg
euru,Salmón,Brand F,4.64,5.0,22.0,45.5,10.4,images/default_image.jpg
euru,Espinaca,Brand B,6.14,1.0,1.7,39.0,0.4,images/default_image.jpg
euru,Manzana,Brand G,7.0,1.0,7.7,46.0,14.7,images/default_image.jpg
euru,Plátano,Brand A,4.79,0.5,28.3,39.2,17.1,images/default_image.jpg
euru,Arroz,Brand J,5.18,2.0,8.6,8.9,12.2,images/default_image.jpg
euru,Brócoli,Brand G,5.98,1.5,29.1,40.1,12.0,images/default_image.jpg
euru,Salmón,Brand F,1.82,5.0,27.0,29.2,1.4,images/default_image.jpg
euru,Pechuga de Pollo,Brand C,5.32,3.0,8.7,24.1,11.0,images/default_image.jpg
euru,Espinaca,Brand J,0.88,1.0,25.8,21.1,9.1,images/default_image.jpg
euru,Plátano,Brand H,3.13,0.5,20.7,17.1,11.9,images/default_image.jpg
euru,Espinaca,Brand G,2.98,1.0,13.4,29.7,15.7,images/default_image.jpg
euru,Avena,Brand B,1.95,2.5,13.7,39.6,0.1,images/default_image.jpg
euru,Plátano,Brand E,4.65,0.5,24.0,22.9,6.9,images/default_image.jpg
euru,Almendras,Brand I,1.32,7.0,27.7,9.6,12.8,images/default_image.jpg
euru,Manzana,Brand J,6.97,1.0,21.3,11.4,15.1,images/default_image.jpg
euru,Avena,Brand F,2.25,2.5,21.0,20.0,16.5,images/default_image.jpg
euru,Avena,Brand D,2.44,2.5,12.7,7.1,9.6,images/default_image.jpg
euru,Yogur Griego,Brand A,5.79,1.5,30.0,11.5,17.8,images/default_image.jpg
euru,Brócoli,Brand E,4.11,1.5,13.4,33.4,16.4,images/default_image.jpg
euru,Brócoli,Brand F,6.48,1.5,2.9,24.5,6.5,images/default_image.jpg
euru,Avena,Brand C,3.32,2.5,22.4,37.8,4.8,images/default_image.jpg
euru,Pechuga de Pollo,Brand H,4.88,3.0,18.4,23.9,0.6,images/default_image.jpg
euru,Plátano,Brand G,6.6,0.5,5.3,35.2,19.2,images/default_image.jpg
euru,Brócoli,Brand H,1.51,1.5,12.5,24.9,5.3,images/default_image.jpg
euru,Manzana,Brand F,5.72,1.0,19.9,32.0,14.2,images/default_image.jpg
euru,Plátano,Brand J,2.32,0.5,7.6,14.4,13.7,images/default_image.jpg
euru,Salmón,Brand D,3.94,5.0,24.0,7.3,1.6,images/default_image.jpg
euru,Yogur Griego,Brand H,5.59,1.5,24.0,18.9,14.5,images/default_image.jpg
euru,Plátano,Brand B,4.46,0.5,21.7,13.9,16.4,images/default_image.jpg
euru,Avena,Brand A,3.39,2.5,16.7,13.7,1.5,images/default_image.jpg
euru,Yogur Griego,Brand B,0.59,1.5,7.8,32.0,13.3,images/default_image.jpg
euru,Espinaca,Brand G,6.09,1.0,25.9,14.9,10.7,images/default_image.jpg
euru,Espinaca,Brand G,1.4,1.0,11.3,14.4,17.2,images/default_image.jpg
euru,Brócoli,Brand E,3.34,1.5,4.6,16.7,13.0,images/default_image.jpg
euru,Espinaca,Brand E,0.72,1.0,21.0,49.8,7.5,images/default_image.jpg
euru,Almendras,Brand G,4.48,7.0,7.8,31.6,15.1,images/default_image.jpg
euru,Arroz,Brand J,4.71,2.0,19.0,31.1,2.4,images/default_image.jpg
euru,Pechuga de Pollo,Brand G,4.73,3.0,7.5,40.5,13.8,images/default_image.jpg
euru,Manzana,Brand B,4.71,1.0,1.5,32.3,6.7,images/default_image.jpg
euru,Arroz,Brand F,2.52,2.0,22.3,44.3,14.2,images/default_image.jpg
euru,Almendras,Brand G,6.68,7.0,2.9,17.6,13.0,images/default_image.jpg
euru,Huevos,Brand C,3.24,1.2,26.8,15.4,18.0,images/default_image.jpg
euru,Espinaca,Brand E,0.96,1.0,14.0,15.9,3.1,images/default_image.jpg
euru,Salmón,Brand A,0.6,5.0,11.7,8.9,19.6,images/default_image.jpg
euru,Espinaca,Brand F,1.29,1.0,11.9,45.4,16.5,images/default_image.jpg
euru,Almendras,Brand D,6.97,7.0,14.5,36.2,20.0,images/default_image.jpg
euru,Arroz,Brand C,5.92,2.0,8.5,37.2,7.0,images/default_image.jpg
euru,Yogur Griego,Brand A,1.48,1.5,22.8,16.5,5.2,images/default_image.jpg
euru,Arroz,Brand F,1.46,2.0,6.1,28.5,1.7,images/default_image.jpg
euru,Arroz,Brand G,0.89,2.0,21.6,41.1,19.2,images/default_image.jpg
euru,Avena,Brand D,4.84,2.5,21.6,5.3,3.5,images/default_image.jpg
euru,Manzana,Brand H,5.42,1.0,16.5,26.4,2.8,images/default_image.jpg
euru,Avena,Brand D,4.74,2.5,11.0,26.0,9.7,images/default_image.jpg
euru,Almendras,Brand F,3.19,7.0,17.8,42.6,18.1,images/default_image.jpg
euru,Brócoli,Brand B,2.36,1.5,11.9,27.4,9.6,images/default_image.jpg
euru,Manzana,Brand B,5.55,1.0,15.2,38.9,14.7,images/default_image.jpg
euru,Arroz,Brand E,6.22,2.0,19.4,22.7,19.3,images/default_image.jpg
euru,Manzana,Brand E,2.89,1.0,10.8,22.1,5.7,images/default_image.jpg
euru,Huevos,Brand D,6.53,1.2,19.5,8.4,13.1,images/default_image.jpg
euru,Almendras,Brand F,1.59,7.0,18.8,21.2,2.7,images/default_image.jpg
euru,Almendras,Brand E,4.27,7.0,20.8,36.9,15.6,images/default_image.jpg
euru,Yogur Griego,Brand I,5.21,1.5,13.8,15.7,14.5,images/default_image.jpg
euru,Arroz,Brand F,3.33,2.0,13.5,36.2,9.2,images/default_image.jpg
euru,Espinaca,Brand A,5.6,1.0,2.4,14.5,17.9,images/default_image.jpg
euru,Arroz,Brand C,4.5,2.0,13.4,33.0,12.8,images/default_image.jpg
euru,Manzana,Brand A,6.47,1.0,14.0,42.3,4.6,images/default_image.jpg
euru,Avena,Brand B,1.75,2.5,22.2,49.3,3.1,images/default_image.jpg
euru,Plátano,Brand J,4.08,0.5,25.4,38.4,9.0,images/default_image.jpg
euru,Yogur Griego,Brand J,4.71,1.5,13.4,43.7,17.1,images/default_image.jpg
euru,Arroz,Brand B,1.44,2.0,18.8,14.1,14.4,images/default_image.jpg
euru,Salmón,Brand D,3.84,5.0,28.0,45.0,19.4,images/default_image.jpg
euru,Salmón,Brand C,5.24,5.0,24.0,44.9,18.2,images/default_image.jpg
euru,Pechuga de Pollo,Brand G,4.12,3.0,22.5,32.6,7.2,images/default_image.jpg
euru,Almendras,Brand B,4.49,7.0,8.8,10.4,17.6,images/default_image.jpg
euru,Espinaca,Brand E,4.33,1.0,24.1,25.5,11.2,images/default_image.jpg
euru,Arroz,Brand J,3.46,2.0,23.9,47.9,6.8,images/default_image.jpg
euru,Almendras,Brand I,5.42,7.0,29.3,32.6,16.9,images/default_image.jpg
euru,Almendras,Brand J,5.71,7.0,22.9,24.9,12.5,images/default_image.jpg
euru,Salmón,Brand H,0.83,5.0,4.4,27.0,11.8,images/default_image.jpg
euru,Yogur Griego,Brand E,5.31,1.5,15.1,39.6,0.8,images/default_image.jpg
euru,Avena,Brand G,2.02,2.5,3.0,46.4,0.4,images/default_image.jpg
euru,Avena,Brand F,6.24,2.5,29.6,46.4,5.5,images/default_image.jpg
euru,Avena,Brand I,0.85,2.5,26.2,27.1,5.1,images/default_image.jpg
euru,Arroz,Brand F,2.72,2.0,29.8,21.6,3.9,images/default_image.jpg
euru,Espinaca,Brand F,3.11,1.0,16.9,48.9,17.1,images/default_image.jpg
euru,Arroz,Brand D,1.16,2.0,14.5,40.8,3.0,images/default_image.jpg
euru,Plátano,Brand F,4.56,0.5,29.1,45.7,12.7,images/default_image.jpg
euru,Pechuga de Pollo,Brand C,6.14,3.0,18.3,37.8,11.5,images/default_image.jpg
euru,Avena,Brand B,6.27,2.5,10.8,29.3,3.7,images/default_image.jpg
euru,Brócoli,Brand D,0.79,1.5,9.4,43.1,15.7,images/default_image.jpg
euru,Pechuga de Pollo,Brand F,1.96,3.0,15.4,38.2,4.9,images/default_image.jpg
euru,Manzana,Brand F,3.54,1.0,17.5,20.0,19.0,images/default_image.jpg
euru,Arroz,Brand F,1.63,2.0,1.5,8.1,15.1,images/default_image.jpg
euru,Arroz,Brand A,1.86,2.0,27.2,10.4,8.6,images/default_image.jpg
euru,Brócoli,Brand C,2.7,1.5,27.0,20.6,8.3,images/default_image.jpg
euru,Espinaca,Brand B,5.67,1.0,8.2,47.6,12.8,images/default_image.jpg
euru,Pechuga de Pollo,Brand A,4.83,3.0,21.9,32.7,7.3,images/default_image.jpg
euru,Manzana,Brand J,3.09,1.0,17.7,14.2,14.5,images/default_image.jpg
euru,Espinaca,Brand B,6.18,1.0,8.6,37.7,9.8,images/default_image.jpg
euru,Almendras,Brand G,1.12,7.0,26.2,12.4,10.3,images/default_image.jpg
euru,Pechuga de Pollo,Brand D,3.47,3.0,13.2,5.2,6.7,images/default_image.jpg
euru,Yogur Griego,Brand H,4.83,1.5,1.5,42.1,6.0,images/default_image.jpg
euru,Almendras,Brand G,1.51,7.0,21.3,8.6,14.1,images/default_image.jpg
euru,Manzana,Brand C,2.45,1.0,22.4,47.8,5.4,images/default_image.jpg
euru,Avena,Brand C,0.88,2.5,21.8,40.3,6.8,images/default_image.jpg
euru,Salmón,Brand E,5.99,5.0,12.1,38.7,7.2,images/default_image.jpg
euru,Manzana,Brand E,1.18,1.0,26.6,39.6,1.3,images/default_image.jpg
euru,Plátano,Brand G,3.16,0.5,16.2,20.1,11.8,images/default_image.jpg
euru,Brócoli,Brand H,4.9,1.5,18.5,48.9,10.5,images/default_image.jpg
euru,Espinaca,Brand E,3.71,1.0,19.8,22.3,16.8,images/default_image.jpg
euru,Espinaca,Brand C,3.72,1.0,16.2,47.7,9.2,images/default_image.jpg
euru,Plátano,Brand F,4.84,0.5,26.4,45.2,16.9,images/default_image.jpg
euru,Manzana,Brand D,2.45,1.0,27.4,18.3,0.8,images/default_image.jpg
euru,Yogur Griego,Brand C,4.25,1.5,26.2,29.2,16.5,images/default_image.jpg
euru,Pechuga de Pollo,Brand G,4.45,3.0,5.5,41.5,2.2,images/default_image.jpg
euru,Brócoli,Brand D,4.7,1.5,12.0,7.5,19.7,images/default_image.jpg
euru,Huevos,Brand J,0.54,1.2,7.7,18.8,19.9,images/default_image.jpg
euru,Avena,Brand G,5.85,2.5,4.7,42.9,4.2,images/default_image.jpg
euru,Avena,Brand A,5.05,2.5,20.3,11.8,10.4,images/default_image.jpg
euru,Espinaca,Brand H,6.76,1.0,7.0,23.6,13.3,images/default_image.jpg
euru,Manzana,Brand G,3.02,1.0,24.6,44.4,14.5,images/default_image.jpg
euru,Salmón,Brand D,3.69,5.0,9.7,8.8,11.3,images/default_image.jpg
euru,Almendras,Brand D,1.17,7.0,27.8,41.1,1.9,images/default_image.jpg
euru,Plátano,Brand J,1.25,0.5,12.6,21.9,19.7,images/default_image.jpg
euru,Almendras,Brand I,3.01,7.0,22.3,40.0,2.1,images/default_image.jpg
euru,Pechuga de Pollo,Brand F,2.14,3.0,9.8,43.0,9.7,images/default_image.jpg
euru,Salmón,Brand E,4.79,5.0,11.2,27.6,10.0,images/default_image.jpg
euru,Espinaca,Brand E,5.34,1.0,16.0,25.2,3.5,images/default_image.jpg
euru,Avena,Brand I,2.59,2.5,1.6,48.8,7.6,images/default_image.jpg
euru,Pechuga de Pollo,Brand J,6.86,3.0,20.0,20.9,14.9,images/default_image.jpg
euru,Manzana,Brand G,0.71,1.0,27.1,5.6,11.9,images/default_image.jpg
euru,Arroz,Brand F,0.62,2.0,18.7,48.4,11.5,images/default_image.jpg
euru,Avena,Brand H,2.25,2.5,1.2,44.0,6.5,images/default_image.jpg
euru,Manzana,Brand B,3.58,1.0,24.4,16.7,8.2,images/default_image.jpg
euru,Avena,Brand B,3.66,2.5,11.4,27.3,11.2,images/default_image.jpg
euru,Arroz,Brand A,3.02,2.0,2.9,42.8,0.9,images/default_image.jpg
euru,Avena,Brand J,3.79,2.5,5.9,31.8,3.3,images/default_image.jpg
euru,Yogur Griego,Brand B,2.35,1.5,13.7,15.9,1.7,images/default_image.jpg
euru,Salmón,Brand E,6.4,5.0,24.0,19.1,8.1,images/default_image.jpg
euru,Espinaca,Brand A,1.63,1.0,13.0,16.4,13.7,images/default_image.jpg
euru,Arroz,Brand J,4.58,2.0,26.7,46.5,5.6,images/default_image.jpg
euru,Salmón,Brand F,5.3,5.0,23.8,5.2,18.0,images/default_image.jpg
euru,Arroz,Brand C,6.1,2.0,8.0,28.1,1.5,images/default_image.jpg
euru,Arroz,Brand A,1.8,2.0,15.5,5.9,8.0,images/default_image.jpg
euru,Almendras,Brand F,1.12,7.0,11.5,37.4,11.6,images/default_image.jpg
euru,Almendras,Brand B,3.1,7.0,12.7,16.3,9.9,images/default_image.jpg
euru,Espinaca,Brand I,1.04,1.0,3.6,8.7,5.2,images/default_image.jpg
euru,Almendras,Brand I,3.46,7.0,16.8,34.7,12.4,images/default_image.jpg
euru,Brócoli,Brand A,6.14,1.5,18.4,40.5,11.2,images/default_image.jpg
euru,Manzana,Brand G,5.75,1.0,14.7,28.9,11.8,images/default_image.jpg
euru,Manzana,Brand J,4.01,1.0,25.3,47.6,18.6,images/default_image.jpg
euru,Arroz,Brand G,3.08,2.0,3.0,49.5,4.9,images/default_image.jpg
euru,Plátano,Brand E,1.68,0.5,5.2,15.2,4.6,images/default_image.jpg
euru,Salmón,Brand I,5.96,5.0,17.4,48.9,15.2,images/default_image.jpg
euru,Salmón,Brand I,5.66,5.0,28.4,28.4,9.6,images/default_image.jpg
euru,Arroz,Brand H,1.9,2.0,29.7,31.7,2.8,images/default_image.jpg
euru,Pechuga de Pollo,Brand A,0.53,3.0,17.5,22.0,13.1,images/default_image.jpg
euru,Arroz,Brand A,4.94,2.0,25.4,36.9,0.6,images/default_image.jpg
euru,Huevos,Brand E,5.7,1.2,12.3,10.9,13.6,images/default_image.jpg
euru,Yogur Griego,Brand G,6.56,1.5,17.8,23.4,17.2,images/default_image.jpg
euru,Avena,Brand B,4.36,2.5,2.1,8.8,11.4,images/default_image.jpg
euru,Brócoli,Brand A,3.53,1.5,10.6,25.0,0.6,images/default_image.jpg
euru,Pechuga de Pollo,Brand F,2.69,3.0,11.2,10.2,19.8,images/default_image.jpg
euru,Huevos,Brand B,3.72,1.2,4.3,23.2,0.7,images/default_image.jpg
euru,Espinaca,Brand D,0.88,1.0,2.8,22.6,12.4,images/default_image.jpg
euru,Almendras,Brand J,6.03,7.0,14.0,20.5,3.8,images/default_image.jpg
euru,Manzana,Brand D,5.74,1.0,16.5,6.7,5.4,images/default_image.jpg
euru,Huevos,Brand I,1.14,1.2,6.1,11.5,5.1,images/default_image.jpg
euru,Manzana,Brand H,5.91,1.0,3.9,13.0,12.0,images/default_image.jpg
euru,Brócoli,Brand C,4.64,1.5,23.6,41.4,4.6,images/default_image.jpg
