nombre_supermercado,nombre_producto,marca_producto,precio_producto,calorias,proteinas,carbohidratos,grasas,imagen
carulle,Brócoli,Brand A,5.39,-2.4,10.5,14.1,1.9,images/default_image.jpg
carulle,Avena,Brand J,3.43,-0.3,6.3,30.3,7.4,images/default_image.jpg
carulle,Espinaca,Brand E,6.5,1.9,11.0,10.1,5.6,images/default_image.jpg
carulle,Arroz,Brand F,6.2,4.0,25.5,37.6,14.5,images/default_image.jpg
carulle,Arroz,Brand H,3.92,11.9,28.7,24.7,2.8,images/default_image.jpg
carulle,Espinaca,Brand B,4.03,4.9,26.3,39.3,10.8,images/default_image.jpg
carulle,Almendras,Brand H,1.97,7.9,14.1,43.5,10.4,images/default_image.jpg
carulle,Brócoli,Brand A,6.98,8.0,23.7,16.7,12.3,images/default_image.jpg
carulle,Arroz,Brand C,0.25,2.5,25.5,48.5,10.5,images/default_image.jpg
carulle,Plátano,Brand H,5.58,-9.3,8.7,21.4,4.3,images/default_image.jpg
carulle,Avena,Brand H,2.32,5.2,5.3,38.2,4.5,images/default_image.jpg
carulle,Brócoli,Brand G,1.86,-5.3,24.3,21.8,3.6,images/default_image.jpg
carulle,Brócoli,Brand A,2.04,-8.4,26.3,24.4,11.7,images/default_image.jpg
carulle,Huevos,Brand B,3.88,5.9,4.6,26.8,7.6,images/default_image.jpg
carulle,Pechuga de Pollo,Brand I,5.39,6.2,23.3,25.5,-0.1,images/default_image.jpg
carulle,Plátano,Brand A,7.0,0.2,25.5,10.1,7.6,images/default_image.jpg
carulle,Salmón,Brand J,5.18,0.8,7.5,47.5,10.8,images/default_image.jpg
carulle,Avena,Brand G,4.63,-7.0,5.3,51.6,16.5,images/default_image.jpg
carulle,Almendras,Brand A,0.5,11.1,24.4,52.0,17.5,images/default_image.jpg
carulle,Almendras,Brand C,4.44,2.7,11.8,35.6,15.2,images/default_image.jpg
carulle,Espinaca,Brand D,5.68,8.6,26.0,41.3,9.5,images/default_image.jpg
carulle,Plátano,Brand E,6.8,-7.6,3.4,42.4,16.0,images/default_image.jpg
carulle,Brócoli,Brand F,6.46,7.0,21.5,24.6,2.7,images/default_image.jpg
carulle,Manzana,Brand H,4.48,9.5,25.4,44.7,2.9,images/default_image.jpg
carulle,Arroz,Brand I,6.37,-2.4,11.0,44.5,5.5,images/default_image.jpg
carulle,Manzana,Brand J,3.11,-5.7,25.5,40.8,17.7,images/default_image.jpg
carulle,Espinaca,Brand H,5.85,10.0,31.3,7.3,2.0,images/default_image.jpg
carulle,Almendras,Brand D,6.92,8.3,18.0,29.2,0.9,images/default_image.jpg
carulle,Yogur Griego,Brand B,3.01,10.4,21.1,10.7,17.7,images/default_image.jpg
carulle,Huevos,Brand C,2.91,-2.0,19.5,11.7,2.0,images/default_image.jpg
carulle,Manzana,Brand H,0.37,9.1,22.9,7.1,8.8,images/default_image.jpg
carulle,Manzana,Brand I,3.48,7.7,6.8,29.8,16.3,images/default_image.jpg
carulle,Arroz,Brand J,5.86,7.7,20.2,3.3,16.3,images/default_image.jpg
carulle,Plátano,Brand F,1.02,6.1,25.2,10.2,10.2,images/default_image.jpg
carulle,Espinaca,Brand D,4.86,10.3,9.0,34.2,13.6,images/default_image.jpg
carulle,Manzana,Brand E,6.48,-3.0,11.3,28.8,10.0,images/default_image.jpg
carulle,Brócoli,Brand H,5.76,8.5,4.6,37.0,2.8,images/default_image.jpg
carulle,Huevos,Brand A,2.2,-8.7,5.1,24.6,8.0,images/default_image.jpg
carulle,Plátano,Brand H,6.24,5.4,5.5,42.4,19.0,images/default_image.jpg
carulle,Espinaca,Brand G,4.1,5.0,9.0,20.1,14.5,images/default_image.jpg
carulle,Almendras,Brand C,2.64,2.3,23.1,6.9,4.8,images/default_image.jpg
carulle,Almendras,Brand I,2.04,7.2,7.5,36.0,9.0,images/default_image.jpg
carulle,Avena,Brand E,2.66,-0.7,13.7,11.1,18.2,images/default_image.jpg
carulle,Avena,Brand I,3.12,-2.5,21.8,36.9,16.1,images/default_image.jpg
carulle,Avena,Brand E,3.91,4.0,12.3,9.8,2.7,images/default_image.jpg
carulle,Espinaca,Brand G,2.78,7.2,2.0,23.1,18.3,images/default_image.jpg
carulle,Brócoli,Brand B,4.84,-5.0,23.9,26.8,1.6,images/default_image.jpg
carulle,Brócoli,Brand H,3.63,-4.0,12.4,42.4,12.6,images/default_image.jpg
carulle,Plátano,Brand B,6.9,3.6,27.7,32.4,1.5,images/default_image.jpg
carulle,Manzana,Brand E,5.5,8.4,18.6,37.7,9.3,images/default_image.jpg
carulle,Manzana,Brand J,2.6,1.0,18.7,38.4,5.3,images/default_image.jpg
carulle,Salmón,Brand J,1.63,12.1,13.3,43.3,3.7,images/default_image.jpg
carulle,Salmón,Brand C,1.44,-4.0,24.5,8.0,-0.4,images/default_image.jpg
carulle,Salmón,Brand G,4.09,7.5,26.1,28.4,6.8,images/default_image.jpg
carulle,Plátano,Brand B,5.86,-7.2,19.3,9.1,14.1,images/default_image.jpg
carulle,Espinaca,Brand A,2.0,-8.9,4.6,37.1,12.3,images/default_image.jpg
carulle,Brócoli,Brand H,5.22,-5.3,13.1,21.4,5.8,images/default_image.jpg
carulle,Brócoli,Brand D,1.7,4.5,16.6,41.3,0.4,images/default_image.jpg
carulle,Almendras,Brand J,7.11,10.9,1.6,12.6,8.8,images/default_image.jpg
carulle,Yogur Griego,Brand E,1.64,3.2,1.4,44.2,18.3,images/default_image.jpg
carulle,Salmón,Brand I,1.69,0.5,3.1,4.7,8.1,images/default_image.jpg
carulle,Brócoli,Brand G,7.31,-2.5,10.2,25.5,17.4,images/default_image.jpg
carulle,Almendras,Brand F,7.05,11.9,21.1,23.0,5.0,images/default_image.jpg
carulle,Manzana,Brand J,6.29,-5.5,26.4,45.8,12.4,images/default_image.jpg
carulle,Brócoli,Brand G,5.61,-1.0,0.6,17.5,5.8,images/default_image.jpg
carulle,Plátano,Brand H,2.99,-5.1,3.9,15.6,8.7,images/default_image.jpg
carulle,Huevos,Brand I,3.73,1.3,24.9,8.0,6.1,images/default_image.jpg
carulle,Huevos,Brand F,4.48,10.0,26.3,17.0,3.8,images/default_image.jpg
carulle,Yogur Griego,Brand I,3.59,1.3,31.6,42.0,-0.9,images/default_image.jpg
carulle,Plátano,Brand I,2.94,7.4,1.0,33.6,9.1,images/default_image.jpg
carulle,Pechuga de Pollo,Brand B,5.6,7.9,24.4,34.1,17.5,images/default_image.jpg
carulle,Salmón,Brand C,1.25,-0.3,2.3,20.5,13.6,images/default_image.jpg
carulle,Manzana,Brand H,1.68,6.7,16.7,24.7,5.7,images/default_image.jpg
carulle,Espinaca,Brand C,4.09,-7.7,24.9,45.2,6.1,images/default_image.jpg
carulle,Plátano,Brand H,6.0,-4.7,13.0,6.3,18.6,images/default_image.jpg
carulle,Salmón,Brand G,4.86,-4.6,23.2,6.8,15.1,images/default_image.jpg
carulle,Brócoli,Brand C,2.42,11.2,12.0,31.2,8.6,images/default_image.jpg
carulle,Brócoli,Brand I,1.5,5.8,10.1,5.7,11.5,images/default_image.jpg
carulle,Arroz,Brand D,6.34,8.9,21.4,45.4,2.0,images/default_image.jpg
carulle,Avena,Brand J,3.39,-0.1,26.5,43.1,7.8,images/default_image.jpg
carulle,Avena,Brand I,4.7,-6.2,13.7,38.0,5.1,images/default_image.jpg
carulle,Salmón,Brand A,1.54,6.6,12.2,32.8,12.3,images/default_image.jpg
carulle,Yogur Griego,Brand H,7.23,7.3,12.8,40.2,2.2,images/default_image.jpg
carulle,Pechuga de Pollo,Brand C,1.86,7.2,27.9,12.1,8.8,images/default_image.jpg
carulle,Pechuga de Pollo,Brand H,2.23,-1.5,23.4,22.9,11.0,images/default_image.jpg
carulle,Salmón,Brand C,3.04,4.4,28.6,48.1,11.1,images/default_image.jpg
carulle,Almendras,Brand G,7.22,1.4,2.4,17.3,12.1,images/default_image.jpg
carulle,Avena,Brand D,1.63,1.8,27.9,40.4,3.3,images/default_image.jpg
carulle,Salmón,Brand A,0.59,-0.7,21.9,40.2,1.5,images/default_image.jpg
carulle,Yogur Griego,Brand D,5.99,1.3,3.1,21.6,1.6,images/default_image.jpg
carulle,Manzana,Brand D,2.34,-2.9,21.7,44.6,20.1,images/default_image.jpg
carulle,Arroz,Brand D,2.04,1.9,6.4,44.9,19.2,images/default_image.jpg
carulle,Salmón,Brand G,3.88,1.6,12.7,5.8,6.6,images/default_image.jpg
carulle,Espinaca,Brand B,1.64,-0.9,10.1,40.0,15.6,images/default_image.jpg
carulle,Plátano,Brand E,1.95,8.6,9.9,24.6,10.1,images/default_image.jpg
carulle,Plátano,Brand G,4.11,3.5,16.0,10.7,8.4,images/default_image.jpg
carulle,Arroz,Brand F,2.17,5.9,4.8,43.3,6.8,images/default_image.jpg
carulle,Salmón,Brand I,5.59,12.6,16.7,12.4,11.6,images/default_image.jpg
carulle,Brócoli,Brand J,1.39,1.9,13.2,17.1,11.9,images/default_image.jpg
carulle,Manzana,Brand D,6.4,8.0,18.7,38.0,17.5,images/default_image.jpg
carulle,Brócoli,Brand D,6.51,8.9,3.4,15.0,10.6,images/default_image.jpg
carulle,Salmón,Brand F,5.15,7.0,15.1,18.6,13.2,images/default_image.jpg
carulle,Almendras,Brand F,5.01,8.3,17.0,29.4,2.9,images/default_image.jpg
carulle,Espinaca,Brand B,1.46,0.9,24.6,27.2,0.5,images/default_image.jpg
carulle,Huevos,Brand A,2.43,-2.8,24.8,42.8,6.4,images/default_image.jpg
carulle,Espinaca,Brand F,0.69,-0.5,11.7,17.4,11.4,images/default_image.jpg
carulle,Manzana,Brand D,5.42,5.4,31.0,35.4,11.1,images/default_image.jpg
carulle,Almendras,Brand F,2.07,1.0,1.2,29.4,5.4,images/default_image.jpg
carulle,Espinaca,Brand F,1.07,4.2,21.8,9.6,21.2,images/default_image.jpg
carulle,Brócoli,Brand B,4.79,7.6,18.0,11.8,14.0,images/default_image.jpg
carulle,Espinaca,Brand I,4.41,-6.5,22.9,22.5,13.4,images/default_image.jpg
carulle,Brócoli,Brand D,4.93,1.3,27.8,18.2,2.0,images/default_image.jpg
carulle,Avena,Brand E,2.38,-6.2,4.8,42.1,6.1,images/default_image.jpg
carulle,Arroz,Brand D,0.89,-1.4,13.6,31.7,13.4,images/default_image.jpg
carulle,Almendras,Brand I,0.78,9.6,20.9,0.6,11.2,images/default_image.jpg
carulle,Arroz,Brand I,5.06,-1.4,10.0,23.8,4.1,images/default_image.jpg
carulle,Plátano,Brand F,1.08,8.6,4.1,21.1,16.9,images/default_image.jpg
carulle,Pechuga de Pollo,Brand C,1.18,9.7,13.1,29.0,8.5,images/default_image.jpg
carulle,Manzana,Brand B,5.72,-5.5,31.5,31.0,3.5,images/default_image.jpg
carulle,Brócoli,Brand I,0.89,-7.3,11.8,42.6,11.1,images/default_image.jpg
carulle,Avena,Brand D,1.22,8.6,30.2,51.2,20.2,images/default_image.jpg
carulle,Huevos,Brand H,3.63,8.6,20.7,39.5,1.7,images/default_image.jpg
carulle,Pechuga de Pollo,Brand C,0.32,-0.1,10.0,37.9,6.9,images/default_image.jpg
carulle,Manzana,Brand C,4.08,-0.7,3.4,48.4,15.3,images/default_image.jpg
carulle,Yogur Griego,Brand I,4.06,4.2,19.5,15.5,8.9,images/default_image.jpg
carulle,Manzana,Brand G,4.16,-7.9,11.1,20.9,3.7,images/default_image.jpg
carulle,Salmón,Brand H,3.37,14.2,22.6,11.1,1.9,images/default_image.jpg
carulle,Plátano,Brand J,4.61,2.1,12.8,12.1,16.9,images/default_image.jpg
carulle,Yogur Griego,Brand J,2.78,6.5,9.4,50.4,3.0,images/default_image.jpg
carulle,Brócoli,Brand I,1.59,-7.4,14.6,4.9,9.0,images/default_image.jpg
carulle,Espinaca,Brand A,6.74,4.8,11.4,42.7,15.6,images/default_image.jpg
carulle,Yogur Griego,Brand B,3.55,7.9,6.4,41.6,4.9,images/default_image.jpg
carulle,Espinaca,Brand B,0.71,2.7,27.0,36.4,8.2,images/default_image.jpg
carulle,Manzana,Brand G,5.16,10.9,6.4,45.4,5.0,images/default_image.jpg
carulle,Manzana,Brand G,4.04,-5.6,28.9,20.7,10.3,images/default_image.jpg
carulle,Arroz,Brand C,4.46,6.2,27.5,7.3,8.3,images/default_image.jpg
carulle,Manzana,Brand H,1.7,-7.9,6.0,44.6,13.4,images/default_image.jpg
carulle,Manzana,Brand A,6.32,1.9,6.8,14.1,3.1,images/default_image.jpg
carulle,Brócoli,Brand F,4.34,3.9,8.5,12.8,9.4,images/default_image.jpg
carulle,Arroz,Brand J,4.58,1.0,24.2,53.0,1.1,images/default_image.jpg
carulle,Pechuga de Pollo,Brand E,5.27,-2.0,5.9,26.4,10.9,images/default_image.jpg
carulle,Manzana,Brand G,6.73,-4.7,27.7,7.8,16.2,images/default_image.jpg
carulle,Almendras,Brand G,3.53,11.3,23.4,12.8,17.9,images/default_image.jpg
carulle,Salmón,Brand C,4.55,4.4,23.7,11.8,5.2,images/default_image.jpg
carulle,Espinaca,Brand G,3.63,1.3,14.7,12.7,10.8,images/default_image.jpg
carulle,Huevos,Brand H,1.74,-3.0,30.0,24.8,14.5,images/default_image.jpg
carulle,Plátano,Brand C,4.49,5.0,21.9,5.6,10.2,images/default_image.jpg
carulle,Manzana,Brand C,3.18,6.8,27.1,26.1,3.8,images/default_image.jpg
carulle,Huevos,Brand J,6.89,-0.6,15.6,32.3,6.6,images/default_image.jpg
carulle,Plátano,Brand A,1.05,4.4,0.4,42.4,7.5,images/default_image.jpg
carulle,Yogur Griego,Brand J,1.37,-4.5,7.4,20.2,7.6,images/default_image.jpg
carulle,Almendras,Brand C,2.32,0.6,13.2,37.9,1.2,images/default_image.jpg
carulle,Arroz,Brand I,1.52,-6.9,11.9,32.1,4.2,images/default_image.jpg
carulle,Plátano,Brand I,2.76,0.9,18.4,23.8,10.2,images/default_image.jpg
carulle,Salmón,Brand C,5.41,5.0,10.2,7.2,5.8,images/default_image.jpg
carulle,Brócoli,Brand H,6.08,8.1,18.6,42.6,6.2,images/default_image.jpg
carulle,Salmón,Brand D,6.72,-0.6,18.8,28.8,6.0,images/default_image.jpg
carulle,Huevos,Brand C,1.13,-6.9,26.7,48.6,6.8,images/default_image.jpg
carulle,Salmón,Brand A,4.16,2.1,31.0,50.0,9.3,images/default_image.jpg
carulle,Salmón,Brand F,4.91,5.4,21.6,48.5,8.9,images/default_image.jpg
carulle,Espinaca,Brand B,6.58,-3.1,3.3,42.0,-0.5,images/default_image.jpg
carulle,Manzana,Brand G,6.71,4.2,8.5,45.1,14.1,images/default_image.jpg
carulle,Plátano,Brand A,4.35,5.9,29.7,36.1,19.1,images/default_image.jpg
carulle,Arroz,Brand J,4.86,1.5,9.1,8.1,13.1,images/default_image.jpg
carulle,Brócoli,Brand G,5.77,-3.0,28.9,36.9,11.3,images/default_image.jpg
carulle,Salmón,Brand F,1.61,-2.5,26.2,30.9,2.4,images/default_image.jpg
carulle,Pechuga de Pollo,Brand C,5.68,-6.5,8.5,20.2,9.3,images/default_image.jpg
carulle,Espinaca,Brand J,1.23,-7.0,26.3,18.9,9.4,images/default_image.jpg
carulle,Plátano,Brand H,2.71,-4.7,20.5,19.4,13.3,images/default_image.jpg
carulle,Espinaca,Brand G,3.37,9.9,13.8,33.5,16.5,images/default_image.jpg
carulle,Avena,Brand B,1.74,-7.3,15.0,41.0,-1.6,images/default_image.jpg
carulle,Plátano,Brand E,4.52,5.8,25.3,18.0,6.8,images/default_image.jpg
carulle,Almendras,Brand I,1.57,0.4,26.1,12.9,13.4,images/default_image.jpg
carulle,Manzana,Brand J,6.7,-2.9,19.4,10.8,14.2,images/default_image.jpg
carulle,Avena,Brand F,2.42,11.1,19.6,16.7,14.7,images/default_image.jpg
carulle,Avena,Brand D,2.01,12.5,13.1,9.0,10.6,images/default_image.jpg
carulle,Yogur Griego,Brand A,5.46,7.4,29.8,13.0,17.7,images/default_image.jpg
carulle,Brócoli,Brand E,4.61,-0.6,14.9,34.8,18.2,images/default_image.jpg
carulle,Brócoli,Brand F,6.21,11.5,3.1,20.6,5.6,images/default_image.jpg
carulle,Avena,Brand C,3.51,11.9,22.3,37.5,5.6,images/default_image.jpg
carulle,Pechuga de Pollo,Brand H,5.1,2.8,20.4,23.9,-0.9,images/default_image.jpg
carulle,Plátano,Brand G,6.85,-9.1,6.8,37.7,19.2,images/default_image.jpg
carulle,Brócoli,Brand H,1.21,3.5,11.0,24.8,5.3,images/default_image.jpg
carulle,Manzana,Brand F,5.5,-4.2,20.3,36.0,13.4,images/default_image.jpg
carulle,Plátano,Brand J,2.76,-8.5,7.8,11.0,14.6,images/default_image.jpg
carulle,Salmón,Brand D,4.35,14.6,22.6,9.6,-0.3,images/default_image.jpg
carulle,Yogur Griego,Brand H,6.04,7.2,24.8,14.8,13.6,images/default_image.jpg
carulle,Plátano,Brand B,4.28,4.0,20.5,11.3,15.8,images/default_image.jpg
carulle,Avena,Brand A,2.93,-6.2,14.7,14.9,2.4,images/default_image.jpg
carulle,Yogur Griego,Brand B,0.4,4.4,8.5,31.5,12.4,images/default_image.jpg
carulle,Espinaca,Brand G,6.04,-6.2,24.7,14.4,12.4,images/default_image.jpg
carulle,Espinaca,Brand G,1.16,1.5,10.5,16.5,18.8,images/default_image.jpg
carulle,Brócoli,Brand E,3.47,-6.8,4.5,16.0,12.4,images/default_image.jpg
carulle,Espinaca,Brand E,0.44,1.8,19.4,49.9,7.0,images/default_image.jpg
carulle,Almendras,Brand G,4.61,0.0,7.2,31.1,13.4,images/default_image.jpg
carulle,Arroz,Brand J,5.18,-0.2,18.0,32.9,1.4,images/default_image.jpg
carulle,Pechuga de Pollo,Brand G,4.53,-6.2,5.9,39.4,14.2,images/default_image.jpg
carulle,Manzana,Brand B,4.6,-5.7,0.4,31.2,6.0,images/default_image.jpg
carulle,Arroz,Brand F,2.17,-3.8,23.2,40.4,12.8,images/default_image.jpg
carulle,Almendras,Brand G,6.79,4.3,4.8,19.2,11.6,images/default_image.jpg
carulle,Huevos,Brand C,2.83,10.0,25.4,17.1,16.6,images/default_image.jpg
carulle,Espinaca,Brand E,0.85,-0.6,13.5,19.6,2.2,images/default_image.jpg
carulle,Salmón,Brand A,0.56,10.4,13.0,3.9,19.4,images/default_image.jpg
carulle,Espinaca,Brand F,1.69,-2.9,13.7,46.3,16.9,images/default_image.jpg
carulle,Almendras,Brand D,6.98,8.1,12.7,40.0,19.6,images/default_image.jpg
carulle,Arroz,Brand C,5.78,2.8,8.0,35.0,5.2,images/default_image.jpg
carulle,Yogur Griego,Brand A,1.42,-7.0,21.1,17.9,5.4,images/default_image.jpg
carulle,Arroz,Brand F,1.7,6.4,5.5,32.0,3.3,images/default_image.jpg
carulle,Arroz,Brand G,1.31,4.6,22.3,41.3,20.8,images/default_image.jpg
carulle,Avena,Brand D,5.32,8.2,22.7,5.1,4.1,images/default_image.jpg
carulle,Manzana,Brand H,5.55,4.0,18.2,28.8,0.8,images/default_image.jpg
carulle,Avena,Brand D,4.34,3.4,9.2,27.9,8.7,images/default_image.jpg
carulle,Almendras,Brand F,3.5,1.9,18.9,45.1,18.9,images/default_image.jpg
carulle,Brócoli,Brand B,2.12,8.6,12.8,23.8,10.0,images/default_image.jpg
carulle,Manzana,Brand B,5.15,3.0,16.7,34.0,15.0,images/default_image.jpg
carulle,Arroz,Brand E,5.94,-0.2,18.1,20.0,20.4,images/default_image.jpg
carulle,Manzana,Brand E,3.18,10.8,10.2,26.5,3.9,images/default_image.jpg
carulle,Huevos,Brand D,6.49,1.0,19.4,4.1,12.4,images/default_image.jpg
carulle,Almendras,Brand F,2.01,6.1,17.0,23.4,2.9,images/default_image.jpg
carulle,Almendras,Brand E,3.94,15.5,21.8,35.7,16.2,images/default_image.jpg
carulle,Yogur Griego,Brand I,4.9,0.2,15.6,19.8,13.0,images/default_image.jpg
carulle,Arroz,Brand F,2.93,7.5,11.6,33.8,10.1,images/default_image.jpg
carulle,Espinaca,Brand A,5.87,-2.2,1.3,18.5,19.5,images/default_image.jpg
carulle,Arroz,Brand C,4.3,0.0,14.3,30.6,14.0,images/default_image.jpg
carulle,Manzana,Brand A,6.89,1.9,15.7,46.4,5.1,images/default_image.jpg
carulle,Avena,Brand B,1.9,12.1,24.1,47.6,3.6,images/default_image.jpg
carulle,Plátano,Brand J,4.41,6.8,23.9,37.3,9.3,images/default_image.jpg
carulle,Yogur Griego,Brand J,4.79,-7.4,14.8,44.9,17.8,images/default_image.jpg
carulle,Arroz,Brand B,1.59,8.3,19.6,14.0,13.5,images/default_image.jpg
carulle,Salmón,Brand D,3.92,-0.9,29.6,48.7,19.1,images/default_image.jpg
carulle,Salmón,Brand C,5.02,11.0,25.9,41.3,19.0,images/default_image.jpg
carulle,Pechuga de Pollo,Brand G,4.25,-0.7,20.8,29.1,8.3,images/default_image.jpg
carulle,Almendras,Brand B,4.16,14.3,10.0,8.2,17.3,images/default_image.jpg
carulle,Espinaca,Brand E,4.8,9.5,22.2,26.2,12.6,images/default_image.jpg
carulle,Arroz,Brand J,3.36,-1.1,25.7,46.9,6.9,images/default_image.jpg
carulle,Almendras,Brand I,5.25,12.3,29.5,35.5,17.3,images/default_image.jpg
carulle,Almendras,Brand J,5.7,12.4,24.3,20.7,11.7,images/default_image.jpg
carulle,Salmón,Brand H,1.08,-4.5,3.3,24.5,12.8,images/default_image.jpg
carulle,Yogur Griego,Brand E,5.73,-3.2,13.5,41.0,2.4,images/default_image.jpg
carulle,Avena,Brand G,1.71,-0.1,1.3,46.6,2.2,images/default_image.jpg
carulle,Avena,Brand F,6.43,10.2,29.1,43.9,6.8,images/default_image.jpg
carulle,Avena,Brand I,1.04,-1.4,25.0,23.6,6.5,images/default_image.jpg
carulle,Arroz,Brand F,2.55,7.5,28.6,25.4,2.8,images/default_image.jpg
carulle,Espinaca,Brand F,3.14,4.2,15.6,44.1,18.7,images/default_image.jpg
carulle,Arroz,Brand D,0.87,-0.5,16.0,36.2,4.4,images/default_image.jpg
carulle,Plátano,Brand F,4.46,9.1,29.4,50.3,13.1,images/default_image.jpg
carulle,Pechuga de Pollo,Brand C,5.92,-0.7,19.9,41.3,12.5,images/default_image.jpg
carulle,Avena,Brand B,6.2,11.3,10.1,30.8,3.4,images/default_image.jpg
carulle,Brócoli,Brand D,0.48,4.0,8.1,46.8,14.3,images/default_image.jpg
carulle,Pechuga de Pollo,Brand F,1.63,-6.1,16.2,38.4,5.9,images/default_image.jpg
carulle,Manzana,Brand F,3.24,-4.9,17.0,18.1,17.1,images/default_image.jpg
carulle,Arroz,Brand F,2.08,10.0,3.0,11.5,13.4,images/default_image.jpg
carulle,Arroz,Brand A,2.19,-6.9,25.7,13.2,8.0,images/default_image.jpg
carulle,Brócoli,Brand C,2.83,7.9,25.4,22.1,8.2,images/default_image.jpg
carulle,Espinaca,Brand B,5.27,10.6,9.8,45.7,12.5,images/default_image.jpg
carulle,Pechuga de Pollo,Brand A,5.14,3.6,21.0,31.7,8.5,images/default_image.jpg
carulle,Manzana,Brand J,3.13,7.8,16.3,13.2,15.6,images/default_image.jpg
carulle,Espinaca,Brand B,6.33,2.3,9.5,35.5,9.1,images/default_image.jpg
carulle,Almendras,Brand G,1.41,2.8,27.7,16.7,10.3,images/default_image.jpg
carulle,Pechuga de Pollo,Brand D,3.46,-1.2,11.8,8.3,6.4,images/default_image.jpg
carulle,Yogur Griego,Brand H,4.49,11.4,0.4,44.4,4.7,images/default_image.jpg
carulle,Almendras,Brand G,1.25,7.3,22.9,9.2,14.3,images/default_image.jpg
carulle,Manzana,Brand C,2.62,2.1,21.9,44.5,4.4,images/default_image.jpg
carulle,Avena,Brand C,0.9,11.7,22.9,39.2,5.4,images/default_image.jpg
carulle,Salmón,Brand E,6.08,5.6,12.0,36.5,6.7,images/default_image.jpg
carulle,Manzana,Brand E,0.71,-2.2,25.0,35.7,3.0,images/default_image.jpg
carulle,Plátano,Brand G,3.06,-8.7,17.6,16.2,12.0,images/default_image.jpg
carulle,Brócoli,Brand H,4.73,-0.1,18.2,49.5,12.4,images/default_image.jpg
carulle,Espinaca,Brand E,3.48,8.9,21.3,23.5,14.9,images/default_image.jpg
carulle,Espinaca,Brand C,3.95,1.6,14.3,48.5,11.1,images/default_image.jpg
carulle,Plátano,Brand F,5.29,-3.5,24.4,44.4,17.0,images/default_image.jpg
carulle,Manzana,Brand D,2.74,3.5,26.3,18.3,2.7,images/default_image.jpg
carulle,Yogur Griego,Brand C,3.82,11.3,26.6,28.8,15.0,images/default_image.jpg
carulle,Pechuga de Pollo,Brand G,4.08,12.9,5.6,44.2,0.8,images/default_image.jpg
carulle,Brócoli,Brand D,4.81,-3.9,13.8,7.5,20.5,images/default_image.jpg
carulle,Huevos,Brand J,0.67,-6.4,8.3,14.1,18.5,images/default_image.jpg
carulle,Avena,Brand G,5.83,-2.7,3.1,46.8,4.8,images/default_image.jpg
carulle,Avena,Brand A,4.89,-7.3,21.3,7.6,9.9,images/default_image.jpg
carulle,Espinaca,Brand H,7.19,-7.4,5.5,24.2,11.5,images/default_image.jpg
carulle,Manzana,Brand G,3.45,3.9,23.3,45.7,13.4,images/default_image.jpg
carulle,Salmón,Brand D,3.48,11.3,9.2,13.3,10.3,images/default_image.jpg
carulle,Almendras,Brand D,0.9,13.8,29.0,37.7,3.8,images/default_image.jpg
carulle,Plátano,Brand J,0.87,2.9,12.1,26.5,18.9,images/default_image.jpg
carulle,Almendras,Brand I,3.3,4.7,23.4,42.6,0.6,images/default_image.jpg
carulle,Pechuga de Pollo,Brand F,1.73,12.7,8.6,45.3,8.7,images/default_image.jpg
carulle,Salmón,Brand E,4.9,-2.9,11.6,31.9,11.4,images/default_image.jpg
carulle,Espinaca,Brand E,5.41,3.9,14.5,25.5,3.7,images/default_image.jpg
carulle,Avena,Brand I,2.29,4.3,1.5,47.8,8.4,images/default_image.jpg
carulle,Pechuga de Pollo,Brand J,7.33,-5.3,21.5,21.4,16.1,images/default_image.jpg
carulle,Manzana,Brand G,1.07,4.1,27.6,8.2,13.9,images/default_image.jpg
carulle,Arroz,Brand F,0.67,-2.9,19.8,46.4,9.6,images/default_image.jpg
carulle,Avena,Brand H,2.52,-4.4,0.6,48.9,6.8,images/default_image.jpg
carulle,Manzana,Brand B,3.28,4.3,22.7,14.3,9.4,images/default_image.jpg
carulle,Avena,Brand B,3.21,-1.9,11.8,28.7,13.0,images/default_image.jpg
carulle,Arroz,Brand A,3.24,5.1,1.9,39.9,0.8,images/default_image.jpg
carulle,Avena,Brand J,4.06,-6.7,3.9,32.1,2.8,images/default_image.jpg
carulle,Yogur Griego,Brand B,2.32,-8.2,13.6,17.7,0.6,images/default_image.jpg
carulle,Salmón,Brand E,6.52,14.3,25.1,14.2,8.4,images/default_image.jpg
carulle,Espinaca,Brand A,1.9,1.3,11.6,12.6,12.7,images/default_image.jpg
carulle,Arroz,Brand J,4.69,-7.3,24.7,43.3,4.6,images/default_image.jpg
carulle,Salmón,Brand F,5.7,4.4,23.0,2.9,18.1,images/default_image.jpg
carulle,Arroz,Brand C,6.07,1.1,6.2,25.7,1.5,images/default_image.jpg
carulle,Arroz,Brand A,2.07,10.2,14.3,10.2,6.1,images/default_image.jpg
carulle,Almendras,Brand F,0.83,11.6,13.4,37.6,12.3,images/default_image.jpg
carulle,Almendras,Brand B,3.59,7.2,11.6,14.1,11.1,images/default_image.jpg
carulle,Espinaca,Brand I,1.51,-7.1,1.7,4.8,4.1,images/default_image.jpg
carulle,Almendras,Brand I,3.56,16.3,16.6,36.5,12.7,images/default_image.jpg
carulle,Brócoli,Brand A,6.55,4.5,20.2,41.2,9.6,images/default_image.jpg
carulle,Manzana,Brand G,5.84,-5.6,13.0,24.1,13.0,images/default_image.jpg
